County,Date,New Cases,New Positive Tests,Total Test Encounters
Kauai,2021-07-15,5,5,160
Maui,2021-07-15,4,7,442
Missing,2021-07-15,0,0,216
Hawaii,2021-07-16,20,19,460
Honolulu,2021-07-16,101,99,2601
Kauai,2021-07-16,10,10,376
Maui,2021-07-16,19,18,479
Missing,2021-07-16,0,0,263
Hawaii,2021-07-17,21,22,512
Honolulu,2021-07-17,92,91,1956
Kauai,2021-07-17,3,3,146
Maui,2021-07-17,11,9,375
Missing,2021-07-17,0,0,195
Hawaii,2021-07-18,15,16,215
Honolulu,2021-07-18,63,64,1469
Kauai,2021-07-18,1,1,63
Maui,2021-07-18,10,9,275
Missing,2021-07-18,0,0,91
Hawaii,2021-07-19,10,13,345
Honolulu,2021-07-19,127,125,3020
Kauai,2021-07-19,5,7,347
Maui,2021-07-19,15,12,495
Missing,2021-07-19,0,0,276
Hawaii,2021-07-20,65,69,727
Honolulu,2021-07-20,151,144,2861
Kauai,2021-07-20,10,10,342
Maui,2021-07-20,17,13,596
Missing,2021-07-20,0,0,189
Hawaii,2021-07-21,31,35,579
Honolulu,2021-07-21,144,149,3335
Kauai,2021-07-21,11,12,297
Maui,2021-07-21,13,11,601
Missing,2021-07-21,0,0,250
Hawaii,2021-07-22,51,50,781
Honolulu,2021-07-22,143,140,2626
Kauai,2021-07-22,5,7,285
Maui,2021-07-22,26,13,553
Missing,2021-07-22,0,0,181
Hawaii,2021-07-23,77,65,863
Honolulu,2021-07-23,197,187,3331
Kauai,2021-07-23,4,4,366
Maui,2021-07-23,37,32,647
Missing,2021-07-23,0,0,235
Hawaii,2021-07-24,39,38,629
Honolulu,2021-07-24,104,107,2623
Kauai,2021-07-24,2,2,120
Maui,2021-07-24,22,19,537
Missing,2021-07-24,0,0,170
Hawaii,2021-07-25,19,15,261
Honolulu,2021-07-25,117,114,2102
Kauai,2021-07-25,2,1,88
Maui,2021-07-25,10,10,351
Missing,2021-07-25,0,0,283
Hawaii,2021-07-26,32,29,657
Honolulu,2021-07-26,177,185,3954
Kauai,2021-07-26,8,8,331
Maui,2021-07-26,40,31,632
Missing,2021-07-26,0,0,314
Hawaii,2021-07-27,56,54,1082
Honolulu,2021-07-27,177,189,3177
Kauai,2021-07-27,8,11,227
Maui,2021-07-27,44,30,657
Missing,2021-07-27,0,0,126
Hawaii,2021-07-28,116,113,1027
Honolulu,2021-07-28,264,269,4245
Kauai,2021-07-28,11,9,249
Maui,2021-07-28,44,38,742
Missing,2021-07-28,0,0,269
Hawaii,2021-07-29,88,86,1095
Honolulu,2021-07-29,274,267,3682
Kauai,2021-07-29,13,14,304
Maui,2021-07-29,39,33,581
Missing,2021-07-29,0,0,214
Hawaii,2021-07-30,111,110,1361
Honolulu,2021-07-30,335,322,4500
Kauai,2021-07-30,9,10,437
Maui,2021-07-30,69,66,982
Missing,2021-07-30,0,0,399
Hawaii,2021-07-31,76,73,1101
Honolulu,2021-07-31,244,239,3434
Kauai,2021-07-31,4,5,187
Maui,2021-07-31,48,37,803
Missing,2021-07-31,0,1,295
Hawaii,2021-08-01,69,62,675
Honolulu,2021-08-01,207,210,2786
Kauai,2021-08-01,6,7,169
Maui,2021-08-01,35,30,381
Missing,2021-08-01,0,0,174
Hawaii,2021-08-02,57,53,730
Honolulu,2021-08-02,296,285,4502
Kauai,2021-08-02,8,9,416
Maui,2021-08-02,39,32,445
Missing,2021-08-02,0,0,275
Hawaii,2021-08-03,132,125,1560
Honolulu,2021-08-03,432,432,4953
Kauai,2021-08-03,9,9,319
Maui,2021-08-03,63,60,1200
Missing,2021-08-03,0,1,243
Hawaii,2021-08-04,118,113,1483
Honolulu,2021-08-04,471,451,5921
Kauai,2021-08-04,14,12,327
Maui,2021-08-04,71,56,764
Missing,2021-08-04,0,0,585
Hawaii,2021-08-05,91,83,1235
Honolulu,2021-08-05,373,352,4059
Kauai,2021-08-05,21,24,321
Maui,2021-08-05,56,50,973
Missing,2021-08-05,0,0,278
Hawaii,2021-08-06,124,115,1458
Honolulu,2021-08-06,467,442,5356
Kauai,2021-08-06,29,27,452
Maui,2021-08-06,58,40,799
Missing,2021-08-06,0,0,391
Hawaii,2021-08-07,100,99,1217
Honolulu,2021-08-07,319,312,4342
Kauai,2021-08-07,8,7,288
Maui,2021-08-07,52,47,715
Missing,2021-08-07,0,0,261
Hawaii,2021-08-08,61,51,796
Honolulu,2021-08-08,285,295,3549
Kauai,2021-08-08,11,13,230
Maui,2021-08-08,44,38,414
Missing,2021-08-08,0,0,181
Hawaii,2021-08-09,78,65,872
Honolulu,2021-08-09,438,431,5539
Kauai,2021-08-09,32,33,630
Maui,2021-08-09,52,38,695
Missing,2021-08-09,0,0,339
Hawaii,2021-08-10,142,136,1860
Honolulu,2021-08-10,425,412,5288
Kauai,2021-08-10,66,64,788
Maui,2021-08-10,91,78,1104
Missing,2021-08-10,0,0,279
Hawaii,2021-08-11,117,108,1808
Honolulu,2021-08-11,565,572,6831
Kauai,2021-08-11,26,23,664
Maui,2021-08-11,107,91,1190
Missing,2021-08-11,0,1,466
Hawaii,2021-08-12,133,124,1314
Honolulu,2021-08-12,545,520,5884
Kauai,2021-08-12,24,24,805
Maui,2021-08-12,75,62,1039
Missing,2021-08-12,0,0,450
Hawaii,2021-08-13,126,129,1791
Honolulu,2021-08-13,529,528,6797
Kauai,2021-08-13,41,40,897
Maui,2021-08-13,79,61,996
Missing,2021-08-13,0,0,373
Hawaii,2021-08-14,94,89,1490
Honolulu,2021-08-14,408,347,4420
Kauai,2021-08-14,9,7,236
Maui,2021-08-14,57,48,850
Missing,2021-08-14,0,0,309
Hawaii,2021-08-15,68,65,711
Honolulu,2021-08-15,362,320,3983
Kauai,2021-08-15,9,9,237
Maui,2021-08-15,32,23,345
Missing,2021-08-15,0,1,179
Hawaii,2021-08-16,91,85,1152
Honolulu,2021-08-16,465,447,5790
Kauai,2021-08-16,31,31,813
Maui,2021-08-16,77,52,654
Missing,2021-08-16,0,0,473
Hawaii,2021-08-17,169,163,1989
Honolulu,2021-08-17,533,500,5969
Kauai,2021-08-17,34,34,586
Maui,2021-08-17,121,92,1256
Missing,2021-08-17,0,0,481
Hawaii,2021-08-18,177,175,2153
Honolulu,2021-08-18,610,564,6572
Kauai,2021-08-18,31,33,747
Maui,2021-08-18,101,89,1293
Missing,2021-08-18,0,0,559
Hawaii,2021-08-19,139,128,1315
Honolulu,2021-08-19,604,552,6236
Kauai,2021-08-19,25,23,707
Maui,2021-08-19,111,101,1365
Missing,2021-08-19,0,2,389
Hawaii,2021-08-20,163,154,1982
Honolulu,2021-08-20,594,576,6464
Kauai,2021-08-20,35,35,764
Maui,2021-08-20,110,88,1210
Missing,2021-08-20,0,0,593
Hawaii,2021-08-21,114,110,1372
Honolulu,2021-08-21,487,430,5648
Kauai,2021-08-21,14,14,217
Maui,2021-08-21,110,85,1158
Missing,2021-08-21,0,0,250
Hawaii,2021-08-22,105,98,942
Honolulu,2021-08-22,377,359,4356
Kauai,2021-08-22,22,23,476
Maui,2021-08-22,83,64,750
Missing,2021-08-22,0,0,372
Hawaii,2021-08-23,100,100,1172
Honolulu,2021-08-23,488,462,5829
Kauai,2021-08-23,40,41,855
Maui,2021-08-23,76,58,736
Missing,2021-08-23,0,0,260
Hawaii,2021-08-24,180,173,2072
Honolulu,2021-08-24,653,588,6098
Kauai,2021-08-24,46,46,897
Maui,2021-08-24,115,96,1482
Missing,2021-08-24,0,0,438
Hawaii,2021-08-25,188,185,1753
Honolulu,2021-08-25,677,646,7764
Kauai,2021-08-25,39,39,885
Maui,2021-08-25,102,87,1398
Missing,2021-08-25,0,2,606
Hawaii,2021-08-26,151,150,1488
Honolulu,2021-08-26,704,644,6838
Kauai,2021-08-26,32,34,836
Maui,2021-08-26,100,86,1438
Missing,2021-08-26,0,2,338
Hawaii,2021-08-27,163,160,2114
Honolulu,2021-08-27,601,583,7082
Kauai,2021-08-27,64,66,978
Maui,2021-08-27,127,117,1415
Missing,2021-08-27,0,0,832
Hawaii,2021-08-28,133,121,1210
Honolulu,2021-08-28,464,401,5597
Kauai,2021-08-28,25,25,518
Maui,2021-08-28,94,82,1415
Missing,2021-08-28,0,0,234
Hawaii,2021-08-29,70,64,1002
Honolulu,2021-08-29,466,425,5103
Kauai,2021-08-29,17,17,472
Maui,2021-08-29,47,42,633
Missing,2021-08-29,0,1,300
Hawaii,2021-08-30,89,82,1079
Honolulu,2021-08-30,422,401,6441
Kauai,2021-08-30,39,38,826
Maui,2021-08-30,75,54,824
Missing,2021-08-30,0,0,276
Hawaii,2021-08-31,143,133,2020
Honolulu,2021-08-31,559,510,6218
Kauai,2021-08-31,31,32,795
Maui,2021-08-31,129,115,1513
Missing,2021-08-31,0,0,487
Hawaii,2021-09-01,126,119,1566
Honolulu,2021-09-01,550,536,6899
Kauai,2021-09-01,66,65,1065
Maui,2021-09-01,133,113,1726
Missing,2021-09-01,0,0,559
Hawaii,2021-09-02,144,129,1521
Honolulu,2021-09-02,556,541,6552
Kauai,2021-09-02,44,41,896
Maui,2021-09-02,107,96,1497
Missing,2021-09-02,0,0,340
Hawaii,2021-09-03,100,88,1980
Honolulu,2021-09-03,471,460,6498
Kauai,2021-09-03,46,47,983
Maui,2021-09-03,83,67,1516
Missing,2021-09-03,0,0,420
Hawaii,2021-09-04,123,116,1359
Honolulu,2021-09-04,487,473,6385
Kauai,2021-09-04,25,23,486
Maui,2021-09-04,90,79,1376
Missing,2021-09-04,0,0,340
Hawaii,2021-09-05,60,43,958
Honolulu,2021-09-05,341,332,3899
Kauai,2021-09-05,22,21,418
Maui,2021-09-05,40,37,603
Missing,2021-09-05,0,0,205
Hawaii,2021-09-06,107,94,793
Honolulu,2021-09-06,216,199,3200
Kauai,2021-09-06,37,38,662
Maui,2021-09-06,54,38,690
Missing,2021-09-06,0,0,160
Hawaii,2021-09-07,58,48,690
Honolulu,2021-09-07,322,291,3886
Kauai,2021-09-07,25,25,676
Maui,2021-09-07,50,37,753
Missing,2021-09-07,0,0,421
Hawaii,2021-09-08,140,127,1610
Honolulu,2021-09-08,487,440,5660
Kauai,2021-09-08,57,56,894
Maui,2021-09-08,83,70,1500
Missing,2021-09-08,0,0,789
Hawaii,2021-09-09,113,108,1394
Honolulu,2021-09-09,601,562,5584
Kauai,2021-09-09,33,34,747
Maui,2021-09-09,96,83,1484
Missing,2021-09-09,0,0,590
Hawaii,2021-09-10,113,108,2011
Honolulu,2021-09-10,486,449,6236
Kauai,2021-09-10,52,50,977
Maui,2021-09-10,64,52,1420
Missing,2021-09-10,0,0,299
Hawaii,2021-09-11,81,77,1354
Honolulu,2021-09-11,333,304,4759
Kauai,2021-09-11,25,22,489
Maui,2021-09-11,42,35,1090
Missing,2021-09-11,0,1,536
Hawaii,2021-09-12,47,43,791
Honolulu,2021-09-12,299,283,3479
Kauai,2021-09-12,21,24,734
Maui,2021-09-12,33,30,494
Missing,2021-09-12,0,0,358
Hawaii,2021-09-13,71,74,837
Honolulu,2021-09-13,336,312,5172
Kauai,2021-09-13,10,11,542
Maui,2021-09-13,52,43,702
Missing,2021-09-13,0,0,310
Hawaii,2021-09-14,91,90,1543
Honolulu,2021-09-14,392,345,4850
Kauai,2021-09-14,50,53,865
Maui,2021-09-14,53,46,1437
Missing,2021-09-14,0,0,534
Hawaii,2021-09-15,92,84,1244
Honolulu,2021-09-15,411,374,5457
Kauai,2021-09-15,60,62,879
Maui,2021-09-15,80,64,1533
Missing,2021-09-15,0,0,712
Hawaii,2021-09-16,85,80,1300
Honolulu,2021-09-16,370,317,5288
Kauai,2021-09-16,31,32,749
Maui,2021-09-16,65,50,1350
Missing,2021-09-16,0,0,485
Hawaii,2021-09-17,72,77,1765
Honolulu,2021-09-17,323,292,5491
Kauai,2021-09-17,23,21,696
Maui,2021-09-17,53,44,1146
Missing,2021-09-17,0,0,495
Hawaii,2021-09-18,70,65,1152
Honolulu,2021-09-18,289,270,5115
Kauai,2021-09-18,31,32,537
Maui,2021-09-18,45,41,1159
Missing,2021-09-18,0,0,422
Hawaii,2021-09-19,31,28,771
Honolulu,2021-09-19,234,199,3894
Kauai,2021-09-19,16,15,387
Maui,2021-09-19,19,14,425
Missing,2021-09-19,0,1,277
Hawaii,2021-09-20,38,38,899
Honolulu,2021-09-20,237,198,5000
Kauai,2021-09-20,23,23,553
Maui,2021-09-20,27,16,952
Missing,2021-09-20,0,0,595
Hawaii,2021-09-21,77,75,1212
Honolulu,2021-09-21,279,248,5488
Kauai,2021-09-21,21,21,655
Maui,2021-09-21,47,43,1384
Missing,2021-09-21,0,0,466
Hawaii,2021-09-22,75,68,1021
Honolulu,2021-09-22,275,251,5360
Kauai,2021-09-22,38,36,658
Maui,2021-09-22,46,40,1250
Missing,2021-09-22,0,1,1021
Hawaii,2021-09-23,77,73,1289
Honolulu,2021-09-23,294,256,5584
Kauai,2021-09-23,29,28,625
Maui,2021-09-23,36,30,1110
Missing,2021-09-23,0,0,700
Hawaii,2021-09-24,55,53,1272
Honolulu,2021-09-24,244,217,6034
Kauai,2021-09-24,26,30,760
Maui,2021-09-24,40,31,1041
Missing,2021-09-24,0,0,655
Hawaii,2021-09-25,36,29,1163
Honolulu,2021-09-25,201,184,5753
Kauai,2021-09-25,23,23,541
Maui,2021-09-25,25,21,792
Missing,2021-09-25,0,0,647
Hawaii,2021-09-26,26,21,677
Honolulu,2021-09-26,147,122,3248
Kauai,2021-09-26,8,7,376
Maui,2021-09-26,12,8,585
Missing,2021-09-26,0,0,329
Hawaii,2021-09-27,53,38,810
Honolulu,2021-09-27,189,130,4401
Kauai,2021-09-27,6,5,526
Maui,2021-09-27,19,11,780
Missing,2021-09-27,0,0,312
Hawaii,2021-09-28,58,48,1201
Honolulu,2021-09-28,217,184,5079
Kauai,2021-09-28,27,27,635
Maui,2021-09-28,32,32,1478
Missing,2021-09-28,0,0,376
Hawaii,2021-09-29,84,75,1057
Honolulu,2021-09-29,232,188,4875
Kauai,2021-09-29,23,23,666
Maui,2021-09-29,37,31,1348
Missing,2021-09-29,0,0,488
Hawaii,2021-09-30,48,44,1125
Honolulu,2021-09-30,151,124,3766
Kauai,2021-09-30,24,25,414
Maui,2021-09-30,34,27,926
Missing,2021-09-30,0,0,241
Hawaii,2021-10-01,67,58,1266
Honolulu,2021-10-01,186,140,4882
Kauai,2021-10-01,12,12,595
Maui,2021-10-01,21,18,1046
Missing,2021-10-01,0,0,359
Hawaii,2021-10-02,38,32,1005
Honolulu,2021-10-02,114,113,4913
Kauai,2021-10-02,17,17,499
Maui,2021-10-02,16,13,805
Missing,2021-10-02,0,0,252
Hawaii,2021-10-03,19,19,428
Honolulu,2021-10-03,69,48,2839
Kauai,2021-10-03,8,8,263
Maui,2021-10-03,12,9,390
Missing,2021-10-03,0,0,154
Hawaii,2021-10-04,36,28,665
Honolulu,2021-10-04,125,79,3788
Kauai,2021-10-04,16,17,563
Maui,2021-10-04,16,12,692
Missing,2021-10-04,0,0,424
Hawaii,2021-10-05,45,40,929
Honolulu,2021-10-05,133,105,3925
Kauai,2021-10-05,25,22,666
Maui,2021-10-05,28,27,1152
Missing,2021-10-05,0,0,263
Hawaii,2021-10-06,57,44,847
Honolulu,2021-10-06,139,119,4287
Kauai,2021-10-06,9,6,478
Maui,2021-10-06,21,15,797
Missing,2021-10-06,0,2,351
Hawaii,2021-10-07,43,38,1191
Honolulu,2021-10-07,120,92,4152
Kauai,2021-10-07,9,10,508
Maui,2021-10-07,19,16,800
Missing,2021-10-07,0,0,268
Hawaii,2021-10-08,28,26,743
Honolulu,2021-10-08,113,88,4683
Kauai,2021-10-08,15,14,576
Maui,2021-10-08,12,9,1018
Missing,2021-10-08,0,0,374
Hawaii,2021-10-09,21,22,962
Honolulu,2021-10-09,77,69,3868
Kauai,2021-10-09,9,9,386
Maui,2021-10-09,10,10,715
Missing,2021-10-09,0,0,586
Hawaii,2021-10-10,11,10,438
Honolulu,2021-10-10,53,39,2937
Kauai,2021-10-10,5,5,285
Maui,2021-10-10,4,4,387
Missing,2021-10-10,0,0,175
Hawaii,2021-10-11,29,26,514
Honolulu,2021-10-11,50,45,3705
Kauai,2021-10-11,6,7,430
Maui,2021-10-11,13,7,866
Missing,2021-10-11,0,0,300
Hawaii,2021-10-12,46,30,780
Honolulu,2021-10-12,83,68,3255
Kauai,2021-10-12,12,11,471
Maui,2021-10-12,13,12,1058
Missing,2021-10-12,0,0,271
Hawaii,2021-10-13,38,23,828
Honolulu,2021-10-13,82,65,4316
Kauai,2021-10-13,9,10,490
Maui,2021-10-13,10,5,926
Missing,2021-10-13,0,0,748
Hawaii,2021-10-14,44,27,878
Honolulu,2021-10-14,59,58,4068
Kauai,2021-10-14,6,6,531
Maui,2021-10-14,16,13,826
Missing,2021-10-14,0,0,282
Hawaii,2021-10-15,31,23,901
Honolulu,2021-10-15,83,65,4814
Kauai,2021-10-15,7,7,598
Maui,2021-10-15,14,10,981
Missing,2021-10-15,0,1,356
Hawaii,2021-10-16,37,33,980
Honolulu,2021-10-16,54,51,3944
Kauai,2021-10-16,11,11,408
Maui,2021-10-16,17,17,646
Missing,2021-10-16,0,0,253
Hawaii,2021-10-17,22,14,578
Honolulu,2021-10-17,39,31,3069
Kauai,2021-10-17,2,2,491
Maui,2021-10-17,12,11,541
Missing,2021-10-17,0,0,170
Hawaii,2021-10-18,33,21,529
Honolulu,2021-10-18,67,48,3877
Kauai,2021-10-18,10,10,532
Maui,2021-10-18,20,13,1081
Missing,2021-10-18,0,0,293
Hawaii,2021-10-19,23,21,876
Honolulu,2021-10-19,89,72,3843
Kauai,2021-10-19,10,10,528
Maui,2021-10-19,19,17,1318
Missing,2021-10-19,0,0,271
Hawaii,2021-10-20,38,32,829
Honolulu,2021-10-20,101,75,4380
Kauai,2021-10-20,10,11,493
Maui,2021-10-20,14,12,989
Missing,2021-10-20,0,0,476
Hawaii,2021-10-21,48,37,1080
Honolulu,2021-10-21,98,77,4128
Kauai,2021-10-21,16,17,486
Maui,2021-10-21,17,16,1010
Missing,2021-10-21,0,0,300
Hawaii,2021-10-22,34,29,1071
Honolulu,2021-10-22,77,64,5012
Kauai,2021-10-22,16,16,556
Maui,2021-10-22,10,10,983
Missing,2021-10-22,0,0,523
Hawaii,2021-10-23,32,27,690
Honolulu,2021-10-23,65,56,4106
Kauai,2021-10-23,10,10,319
Maui,2021-10-23,10,11,1050
Missing,2021-10-23,0,0,332
Hawaii,2021-10-24,13,14,899
Honolulu,2021-10-24,49,38,3281
Kauai,2021-10-24,8,9,427
Maui,2021-10-24,5,6,405
Missing,2021-10-24,0,0,180
Hawaii,2021-10-25,31,14,379
Honolulu,2021-10-25,86,48,4056
Kauai,2021-10-25,23,22,569
Maui,2021-10-25,5,4,981
Missing,2021-10-25,0,0,378
Hawaii,2021-10-26,32,22,796
Honolulu,2021-10-26,50,36,2969
Kauai,2021-10-26,16,17,505
Maui,2021-10-26,22,23,1071
Missing,2021-10-26,0,0,220
Hawaii,2021-10-27,32,26,940
Honolulu,2021-10-27,79,57,4439
Kauai,2021-10-27,20,18,635
Maui,2021-10-27,24,22,940
Missing,2021-10-27,0,0,668
Hawaii,2021-10-28,18,14,1029
Honolulu,2021-10-28,62,50,3747
Kauai,2021-10-28,16,17,575
Maui,2021-10-28,13,13,1025
Missing,2021-10-28,0,0,347
Hawaii,2021-10-29,29,23,983
Honolulu,2021-10-29,56,43,5090
Kauai,2021-10-29,16,14,714
Maui,2021-10-29,22,21,926
Missing,2021-10-29,0,0,387
Hawaii,2021-10-30,15,12,819
Honolulu,2021-10-30,42,38,4182
Kauai,2021-10-30,6,6,335
Maui,2021-10-30,11,11,604
Missing,2021-10-30,0,0,274
Hawaii,2021-10-31,22,20,705
Honolulu,2021-10-31,38,25,2660
Kauai,2021-10-31,16,16,403
Maui,2021-10-31,2,1,342
Missing,2021-10-31,0,0,449
Hawaii,2021-11-01,30,16,547
Honolulu,2021-11-01,53,36,3764
Kauai,2021-11-01,7,7,445
Maui,2021-11-01,10,7,664
Missing,2021-11-01,0,0,379
Hawaii,2021-11-02,31,29,895
Honolulu,2021-11-02,70,53,3066
Kauai,2021-11-02,18,18,429
Maui,2021-11-02,22,21,892
Missing,2021-11-02,0,0,256
Hawaii,2021-11-03,27,18,902
Honolulu,2021-11-03,74,54,4312
Kauai,2021-11-03,11,14,652
Maui,2021-11-03,12,13,697
Missing,2021-11-03,0,0,399
Hawaii,2021-11-04,22,20,861
Honolulu,2021-11-04,47,30,3546
Kauai,2021-11-04,20,20,431
Maui,2021-11-04,14,12,790
Missing,2021-11-04,0,0,252
Hawaii,2021-11-05,27,15,1005
Honolulu,2021-11-05,50,34,4456
Kauai,2021-11-05,23,22,623
Maui,2021-11-05,12,6,765
Missing,2021-11-05,0,0,517
Hawaii,2021-11-06,37,22,1023
Honolulu,2021-11-06,47,35,4065
Kauai,2021-11-06,21,21,381
Maui,2021-11-06,9,6,772
Missing,2021-11-06,0,1,379
Hawaii,2021-11-07,11,9,530
Honolulu,2021-11-07,42,33,3127
Kauai,2021-11-07,16,15,374
Maui,2021-11-07,6,6,417
Missing,2021-11-07,0,1,296
Hawaii,2021-11-08,26,17,456
Honolulu,2021-11-08,64,40,3741
Kauai,2021-11-08,16,17,370
Maui,2021-11-08,14,12,881
Missing,2021-11-08,0,1,488
Hawaii,2021-11-09,27,12,773
Honolulu,2021-11-09,56,43,3320
Kauai,2021-11-09,33,32,909
Maui,2021-11-09,20,15,891
Missing,2021-11-09,0,1,508
Hawaii,2021-11-10,23,18,817
Honolulu,2021-11-10,52,39,4248
Kauai,2021-11-10,18,16,546
Maui,2021-11-10,19,15,986
Missing,2021-11-10,0,0,571
Hawaii,2021-11-11,17,12,957
Honolulu,2021-11-11,46,37,3544
Kauai,2021-11-11,13,13,425
Maui,2021-11-11,15,11,819
Missing,2021-11-11,0,0,386
Hawaii,2021-11-12,32,11,945
Honolulu,2021-11-12,58,40,5164
Kauai,2021-11-12,16,16,674
Maui,2021-11-12,15,12,866
Missing,2021-11-12,0,0,727
Hawaii,2021-11-13,19,19,1026
Honolulu,2021-11-13,43,36,4294
Kauai,2021-11-13,9,9,420
Maui,2021-11-13,13,10,725
Missing,2021-11-13,0,0,776
Hawaii,2021-11-14,17,15,452
Honolulu,2021-11-14,49,32,2507
Kauai,2021-11-14,4,3,499
Maui,2021-11-14,8,4,498
Missing,2021-11-14,0,0,381
Hawaii,2021-11-15,12,3,387
Honolulu,2021-11-15,36,29,3872
Kauai,2021-11-15,17,17,514
Maui,2021-11-15,7,3,894
Missing,2021-11-15,0,0,539
Hawaii,2021-11-16,16,9,996
Honolulu,2021-11-16,62,39,3628
Kauai,2021-11-16,22,21,657
Maui,2021-11-16,20,16,1061
Missing,2021-11-16,0,0,1052
Hawaii,2021-11-17,22,12,714
Honolulu,2021-11-17,78,58,4742
Kauai,2021-11-17,21,21,605
Maui,2021-11-17,22,20,1014
Missing,2021-11-17,0,0,1448
Hawaii,2021-11-18,16,15,834
Honolulu,2021-11-18,47,38,3829
Kauai,2021-11-18,19,17,676
Maui,2021-11-18,21,17,1112
Missing,2021-11-18,0,0,619
Hawaii,2021-11-19,13,8,731
Honolulu,2021-11-19,57,49,5451
Kauai,2021-11-19,8,8,697
Maui,2021-11-19,25,18,953
Missing,2021-11-19,0,0,792
Hawaii,2021-11-20,14,9,878
Honolulu,2021-11-20,40,34,3997
Kauai,2021-11-20,10,10,527
Maui,2021-11-20,17,15,711
Missing,2021-11-20,0,1,508
Hawaii,2021-11-21,4,4,342
Honolulu,2021-11-21,26,25,2646
Kauai,2021-11-21,13,12,471
Maui,2021-11-21,6,6,427
Missing,2021-11-21,0,0,228
Hawaii,2021-11-22,11,10,298
Honolulu,2021-11-22,39,23,3713
Kauai,2021-11-22,19,21,421
Maui,2021-11-22,22,14,596
Missing,2021-11-22,0,0,389
Hawaii,2021-11-23,20,18,643
Honolulu,2021-11-23,53,36,2918
Kauai,2021-11-23,10,10,506
Maui,2021-11-23,30,20,968
Missing,2021-11-23,0,0,470
Hawaii,2021-11-24,18,15,674
Honolulu,2021-11-24,40,32,3786
Kauai,2021-11-24,14,13,496
Maui,2021-11-24,23,18,742
Missing,2021-11-24,0,0,522
Hawaii,2021-11-25,17,12,963
Honolulu,2021-11-25,23,22,2568
Kauai,2021-11-25,9,9,265
Maui,2021-11-25,14,12,406
Missing,2021-11-25,0,0,306
Hawaii,2021-11-26,12,8,514
Honolulu,2021-11-26,39,29,2947
Kauai,2021-11-26,11,10,440
Maui,2021-11-26,12,12,506
Missing,2021-11-26,0,0,584
Hawaii,2021-11-27,2,2,487
Honolulu,2021-11-27,32,28,3935
Kauai,2021-11-27,13,13,471
Maui,2021-11-27,19,16,685
Missing,2021-11-27,0,0,397
Hawaii,2021-11-28,2,2,317
Honolulu,2021-11-28,34,30,2553
Kauai,2021-11-28,27,26,484
Maui,2021-11-28,9,11,433
Missing,2021-11-28,0,0,375
Hawaii,2021-11-29,8,5,439
Honolulu,2021-11-29,50,28,4575
Kauai,2021-11-29,22,20,565
Maui,2021-11-29,26,17,840
Missing,2021-11-29,0,0,624
Hawaii,2021-11-30,21,15,731
Honolulu,2021-11-30,65,48,3523
Kauai,2021-11-30,17,17,674
Maui,2021-11-30,21,17,868
Missing,2021-11-30,0,0,412
Hawaii,2021-12-01,12,11,730
Honolulu,2021-12-01,67,52,4378
Kauai,2021-12-01,19,20,584
Maui,2021-12-01,16,11,830
Missing,2021-12-01,0,0,978
Hawaii,2021-12-02,29,21,1040
Honolulu,2021-12-02,72,55,4229
Kauai,2021-12-02,12,12,503
Maui,2021-12-02,24,22,836
Missing,2021-12-02,0,0,607
Hawaii,2021-12-03,14,11,776
Honolulu,2021-12-03,77,71,5908
Kauai,2021-12-03,9,9,638
Maui,2021-12-03,23,19,872
Missing,2021-12-03,0,0,628
Hawaii,2021-12-04,14,9,799
Honolulu,2021-12-04,62,53,4584
Kauai,2021-12-04,12,12,456
Maui,2021-12-04,16,13,776
Missing,2021-12-04,0,1,346
Hawaii,2021-12-05,4,2,306
Honolulu,2021-12-05,24,19,2652
Kauai,2021-12-05,10,10,353
Maui,2021-12-05,4,1,388
Missing,2021-12-05,0,0,620
Hawaii,2021-12-06,11,6,369
Honolulu,2021-12-06,49,41,3769
Kauai,2021-12-06,8,7,417
Maui,2021-12-06,11,8,485
Missing,2021-12-06,0,0,394
Hawaii,2021-12-07,15,11,700
Honolulu,2021-12-07,117,94,3623
Kauai,2021-12-07,10,7,501
Maui,2021-12-07,22,14,894
Missing,2021-12-07,0,0,485
Hawaii,2021-12-08,16,8,594
Honolulu,2021-12-08,137,117,4995
Kauai,2021-12-08,10,10,586
Maui,2021-12-08,23,16,914
Missing,2021-12-08,0,0,610
Hawaii,2021-12-09,15,8,836
Honolulu,2021-12-09,139,108,3656
Kauai,2021-12-09,18,18,576
Maui,2021-12-09,17,16,892
Missing,2021-12-09,0,0,390
Hawaii,2021-12-10,14,5,666
Honolulu,2021-12-10,220,189,6623
Kauai,2021-12-10,12,12,609
Maui,2021-12-10,19,14,1060
Missing,2021-12-10,0,0,598
Hawaii,2021-12-11,9,5,693
Honolulu,2021-12-11,200,148,4129
Kauai,2021-12-11,3,3,450
Maui,2021-12-11,8,7,694
Missing,2021-12-11,0,0,255
Hawaii,2021-12-12,9,8,392
Honolulu,2021-12-12,171,133,3178
Kauai,2021-12-12,15,16,439
Maui,2021-12-12,6,5,371
Missing,2021-12-12,0,0,287
Hawaii,2021-12-13,6,0,402
Honolulu,2021-12-13,315,242,4736
Kauai,2021-12-13,8,9,505
Maui,2021-12-13,29,16,742
Missing,2021-12-13,0,0,424
Hawaii,2021-12-14,22,15,683
Honolulu,2021-12-14,605,478,5240
Kauai,2021-12-14,10,9,441
